as_of_date,account_id,symbol,quantity,avg_cost,market_value_usd,unrealized_pnl_usd
2026-04-21,A000000829,NPWW,100,775.9148,62694.9,-14896.58
2026-04-21,A000000829,ORI,1000,186.7012,267527.15,80825.95
2026-04-21,A000000829,ZQLN,1000,411.7681,427699.39,15931.29
2026-04-21,A000000829,VOLI,200,132.545,24021.65,-2487.35
2026-04-21,A000000830,YNUS,500,616.9805,209463.55,-99026.7
2026-04-21,A000000830,ZQME,2500,376.8982,679710.05,-262535.45
2026-04-21,A000000830,IAWGP,200,493.4143,142203.38,43520.52
2026-04-21,A000000830,RFDY,1000,404.5608,597093.03,192532.23
2026-04-21,A000000830,DLYFL,2500,42.4322,47489.56,-58590.94
2026-04-21,A000000831,ZGOJ,200,534.7282,158865.91,51920.27
2026-04-21,A000000831,ELSO,200,578.9174,43696.82,-72086.66
2026-04-21,A000000831,NGQ,2500,387.9623,753318.99,-216586.76
2026-04-21,A000000831,ADLJL,500,211.4805,106015.0,274.75
2026-04-21,A000000831,YRETH,2500,645.892,1044011.16,-570718.84
2026-04-21,A000000831,JOW,200,163.7854,45706.23,12949.15
2026-04-21,A000000831,FCVJ,100,137.6192,18728.65,4966.73
2026-04-21,A000000831,TCLH,2500,561.5222,2132682.2,728876.7
2026-04-21,A000000832,LYYA,1000,77.2794,100490.56,23211.16
2026-04-21,A000000832,BULH,1000,675.4786,356864.84,-318613.76
2026-04-21,A000000832,NKII,100,707.7538,69652.6,-1122.78
2026-04-21,A000000833,OUNA,1000,434.3689,801794.34,367425.44
2026-04-21,A000000833,CZV,100,201.5868,22710.22,2551.54
2026-04-21,A000000833,SNO,5000,130.6727,1835718.73,1182355.23
2026-04-21,A000000833,JOW,200,234.1577,45706.23,-1125.31
2026-04-21,A000000833,HORT,1000,577.5186,824877.33,247358.73
2026-04-21,A000000833,XREL,200,959.0445,135279.21,-56529.69
2026-04-21,A000000834,BDFL,200,68.362,12924.3,-748.1
2026-04-21,A000000834,ADLJL,500,166.773,106015.0,22628.5
2026-04-21,A000000834,YUQR,200,591.3118,127282.11,9019.75
2026-04-21,A000000834,UPIL,100,146.1333,32000.36,17387.03
2026-04-21,A000000835,TCLH,200,534.2106,170614.58,63772.46
2026-04-21,A000000835,EFYM,500,137.7493,100107.32,31232.67
2026-04-21,A000000835,NGQ,100,322.8563,30132.76,-2152.87
2026-04-21,A000000835,HZYB,1000,310.5506,422297.6,111747.0
2026-04-21,A000000835,XVGQO,5000,446.6303,1915091.38,-318060.12
2026-04-21,A000000835,HQJJ,5000,862.9445,2681024.14,-1633698.36
2026-04-21,A000000835,ZGOJ,1000,864.155,794329.54,-69825.46
2026-04-21,A000000835,NKII,200,384.2057,139305.19,62464.05
2026-04-21,A000000836,ORI,100,234.6319,26752.71,3289.52
2026-04-21,A000000836,ODGF,1000,335.1465,417903.48,82756.98
2026-04-21,A000000836,MGLSG,1000,827.4849,975730.65,148245.75
2026-04-21,A000000837,MER,2500,486.8947,856642.62,-360594.13
2026-04-21,A000000838,THIVN,5000,812.5752,4773419.57,710543.57
2026-04-21,A000000838,MURH,2500,502.4732,906157.29,-350025.71
2026-04-21,A000000838,OUNA,100,457.5121,80179.43,34428.22
2026-04-21,A000000838,HHSJ,1000,575.515,410291.62,-165223.38
2026-04-21,A000000838,AHF,200,449.7579,308997.03,219045.45
2026-04-21,A000000838,MWXE,100,601.4741,12897.86,-47249.55
2026-04-21,A000000838,JOW,5000,223.1732,1142655.69,26789.69
2026-04-21,A000000839,ZMHJN,200,284.2635,37016.66,-19836.04
2026-04-21,A000000839,LYYA,1000,104.0977,100490.56,-3607.14
2026-04-21,A000000839,JPYTB,5000,224.8481,1695325.16,571084.66
2026-04-21,A000000839,XREL,200,847.1295,135279.21,-34146.69
2026-04-21,A000000839,CLW,5000,853.1474,2648625.67,-1617111.33
2026-04-21,A000000839,BIBMX,5000,99.4865,767714.79,270282.29
2026-04-21,A000000839,TEH,1000,658.2182,971183.5,312965.3
2026-04-21,A000000839,YAVU,100,166.9273,22591.79,5899.06
2026-04-21,A000000840,VNCR,2500,46.3943,167483.71,51497.96
2026-04-21,A000000841,IAWGP,5000,423.1526,3555084.45,1439321.45
2026-04-21,A000000841,FBYB,100,703.1376,108286.47,37972.71
2026-04-21,A000000841,EFYM,2500,151.5309,500536.58,121709.33
2026-04-21,A000000841,NPWW,1000,605.1759,626949.0,21773.1
2026-04-21,A000000841,ZNZWA,1000,140.7508,150040.76,9289.96
2026-04-21,A000000841,LAHK,2500,107.0201,194320.82,-73229.43
2026-04-21,A000000841,ZYVC,1000,88.1524,127331.82,39179.42
2026-04-21,A000000842,BMW,1000,445.9653,845259.66,399294.36
2026-04-21,A000000842,VNCR,500,40.4578,33496.74,13267.84
2026-04-21,A000000842,EFYM,500,110.0329,100107.32,45090.87
2026-04-21,A000000842,OIOO,2500,976.6138,2131621.99,-309912.51
2026-04-21,A000000842,DDTO,100,239.6928,26343.61,2374.33
2026-04-21,A000000842,HORT,500,574.1498,412438.66,125363.76
2026-04-21,A000000843,MER,2500,540.0518,856642.62,-493486.88
2026-04-21,A000000843,DLYFL,1000,37.762,18995.83,-18766.17
2026-04-21,A000000843,RBQA,2500,762.3859,1671388.22,-234576.53
2026-04-21,A000000843,UPIL,100,194.8173,32000.36,12518.63
2026-04-21,A000000843,BMK,100,301.0186,35105.89,5004.03
2026-04-21,A000000843,JOW,100,215.1844,22853.11,1334.67
2026-04-21,A000000844,BIBMX,2500,136.4352,383857.39,42769.39
2026-04-21,A000000845,ODGF,100,345.4474,41790.35,7245.61
2026-04-21,A000000846,JISTW,5000,37.0713,264661.94,79305.44
2026-04-21,A000000846,ZNZWA,2500,125.6481,375101.91,60981.66
2026-04-21,A000000846,QLRI,1000,861.1349,329163.75,-531971.15
2026-04-21,A000000846,XVGQO,2500,471.3622,957545.69,-220859.81
2026-04-21,A000000846,KTEKC,500,313.2159,148386.91,-8221.04
2026-04-21,A000000846,DLYFL,5000,27.4137,94979.13,-42089.37
2026-04-21,A000000846,TTZQ,5000,488.2861,1437011.92,-1004418.58
2026-04-21,A000000847,YRETH,5000,569.4192,2088022.31,-759073.69
2026-04-21,A000000847,ZGOJ,1000,540.5792,794329.54,253750.34
2026-04-21,A000000847,ODGF,500,285.0155,208951.74,66443.99
2026-04-21,A000000847,TCLH,2500,560.5691,2132682.2,731259.45
2026-04-21,A000000848,MER,1000,329.2705,342657.05,13386.55
2026-04-21,A000000848,HHSJ,5000,555.0695,2051458.08,-723889.42
2026-04-21,A000000848,LAHK,500,122.8541,38864.16,-22562.89
2026-04-21,A000000848,MGLSG,200,658.7235,195146.13,63401.43
2026-04-21,A000000849,HQPT,200,71.5332,10858.18,-3448.46
2026-04-21,A000000849,AWOX,200,411.8337,65806.1,-16560.64
2026-04-21,A000000850,SNO,2500,171.6403,917859.36,488758.61
2026-04-21,A000000850,CZV,100,214.7415,22710.22,1236.07
2026-04-21,A000000850,LAHK,1000,93.54,77728.33,-15811.67
2026-04-21,A000000850,MER,500,436.3184,171328.52,-46830.68
2026-04-21,A000000850,FBYB,5000,614.7895,5414323.43,2340375.93
2026-04-21,A000000850,SIEY,500,522.8004,559746.46,298346.26
2026-04-21,A000000851,XJED,2500,264.9196,540892.62,-121406.38
2026-04-21,A000000851,HORT,500,542.8387,412438.66,141019.31
2026-04-21,A000000851,NGQ,2500,341.3973,753318.99,-100174.26
2026-04-21,A000000851,KTEKC,2500,410.2235,741934.56,-283624.19
2026-04-21,A000000851,ILP,5000,451.8968,4219908.3,1960424.3
2026-04-21,A000000851,BIBMX,500,116.9191,76771.48,18311.93
2026-04-21,A000000851,AWOX,200,352.5063,65806.1,-4695.16
2026-04-21,A000000852,XVGQO,200,431.5138,76603.66,-9699.1
2026-04-21,A000000852,UCEN,500,157.5906,49117.51,-29677.79
2026-04-21,A000000852,ZCAI,2500,268.1128,702189.03,31907.03
2026-04-21,A000000852,DDTO,2500,318.0045,658590.14,-136421.11
2026-04-21,A000000852,HXMDW,200,637.3541,176804.91,49334.09
2026-04-21,A000000852,JPYTB,200,144.4638,67813.01,38920.25
2026-04-21,A000000853,HHYZ,2500,555.139,1860082.11,472234.61
2026-04-21,A000000853,ZQME,2500,336.6725,679710.05,-161971.2
2026-04-21,A000000853,PLR,200,577.8055,84280.57,-31280.53
2026-04-21,A000000853,DBZP,2500,224.7507,545606.47,-16270.28
2026-04-21,A000000853,DHWMA,5000,336.2365,1678770.95,-2411.55
2026-04-21,A000000854,ODGF,500,433.8664,208951.74,-7981.46
2026-04-21,A000000854,THIVN,5000,906.3564,4773419.57,241637.57
2026-04-21,A000000854,MGLSG,5000,650.017,4878653.26,1628568.26
2026-04-21,A000000854,JISTW,100,43.5436,5293.24,938.88
2026-04-21,A000000855,UMBT,2500,452.2122,858368.26,-272162.24
2026-04-21,A000000856,FCVJ,1000,133.2111,187286.47,54075.37
2026-04-21,A000000856,VNCR,5000,50.5938,334967.43,81998.43
2026-04-21,A000000856,DHWMA,5000,281.7764,1678770.95,269888.95
2026-04-21,A000000856,NKII,100,468.6827,69652.6,22784.33
2026-04-21,A000000856,QLRI,500,668.1374,164581.87,-169486.83
2026-04-21,A000000856,BULH,100,585.9408,35686.48,-22907.6
2026-04-21,A000000856,YRETH,1000,517.3912,417604.46,-99786.74
2026-04-21,A000000857,MGLSG,1000,794.2073,975730.65,181523.35
2026-04-21,A000000857,TEH,500,438.4505,485591.75,266366.5
2026-04-21,A000000857,UMBT,100,546.7772,34334.73,-20342.99
2026-04-21,A000000857,VTZM,1000,136.3505,187815.95,51465.45
2026-04-21,A000000858,AHF,200,701.2342,308997.03,168750.19
2026-04-21,A000000858,HXFE,500,354.5582,152864.94,-24414.16
2026-04-21,A000000858,XREL,200,668.8583,135279.21,1507.55
2026-04-21,A000000860,ZQLN,200,447.519,85539.88,-3963.92
2026-04-21,A000000860,JOERN,100,483.2501,49875.26,1550.25
2026-04-21,A000000860,MURH,5000,355.9846,1812314.58,32391.58
2026-04-21,A000000861,UCEN,1000,131.9135,98235.02,-33678.48
2026-04-21,A000000861,SHI,5000,231.4445,821376.21,-335846.29
2026-04-21,A000000861,MURH,200,459.8913,72492.58,-19485.68
2026-04-21,A000000861,NPWW,100,508.5006,62694.9,11844.84
2026-04-21,A000000861,HHYZ,200,946.2087,148806.57,-40435.17
2026-04-21,A000000861,FZUGM,2500,120.2814,358220.96,57517.46
2026-04-21,A000000861,PLR,500,461.3393,210701.43,-19968.22
2026-04-21,A000000861,VTZM,100,216.741,18781.6,-2892.5
2026-04-21,A000000862,HXMDW,500,516.197,442012.28,183913.78
2026-04-21,A000000862,QLRI,200,770.8841,65832.75,-88344.07
2026-04-21,A000000862,HHSJ,2500,376.0317,1025729.04,85649.79
2026-04-21,A000000862,DLYFL,1000,45.1268,18995.83,-26130.97
2026-04-21,A000000862,NGQ,5000,240.8612,1506637.97,302331.97
2026-04-21,A000000863,FZUGM,5000,109.4439,716441.91,169222.41
2026-04-21,A000000863,SHI,5000,288.9042,821376.21,-623144.79
2026-04-21,A000000864,LYYA,1000,113.1539,100490.56,-12663.34
2026-04-21,A000000864,JOW,5000,157.2942,1142655.69,356184.69
2026-04-21,A000000864,RBQA,2500,421.3696,1671388.22,617964.22
2026-04-21,A000000864,CIM,200,627.1196,168674.26,43250.34
2026-04-21,A000000864,XVGQO,500,631.6981,191509.14,-124339.91
2026-04-21,A000000864,BULH,2500,639.5805,892162.09,-706789.16
2026-04-21,A000000864,CLW,1000,806.1467,529725.13,-276421.57
2026-04-21,A000000865,JPYTB,5000,142.8875,1695325.16,980887.66
2026-04-21,A000000865,CAHM,500,514.9212,605251.08,347790.48
2026-04-21,A000000865,VNCR,5000,62.9887,334967.43,20023.93
2026-04-21,A000000865,AHF,5000,683.2681,7724925.79,4308585.29
2026-04-21,A000000866,WXQLM,1000,442.9561,680332.51,237376.41
2026-04-21,A000000866,ZQLN,5000,534.264,2138496.93,-532823.07
2026-04-21,A000000867,CLW,200,1012.4435,105945.03,-96543.67
2026-04-21,A000000868,TCLH,5000,622.6588,4265364.4,1152070.4
2026-04-21,A000000868,VOLI,2500,137.5975,300270.62,-43723.13
2026-04-21,A000000868,ZGOJ,5000,749.2887,3971647.71,225204.21
2026-04-21,A000000868,BMW,200,336.1874,169051.93,101814.45
2026-04-21,A000000868,NTUX,500,404.2944,243119.52,40972.32
2026-04-21,A000000868,ZNZWA,200,163.129,30008.15,-2617.65
2026-04-21,A000000869,VOLI,500,176.7135,60054.12,-28302.63
2026-04-21,A000000869,CIM,200,721.2641,168674.26,24421.44
2026-04-21,A000000869,VTZM,100,149.7555,18781.6,3806.05
2026-04-21,A000000870,AWOX,100,276.5663,32903.05,5246.42
2026-04-21,A000000870,VNCR,2500,57.4588,167483.71,23836.71
2026-04-21,A000000870,TEH,500,542.7649,485591.75,214209.3
2026-04-21,A000000870,UCEN,5000,147.8755,491175.08,-248202.42
2026-04-21,A000000870,ZNPJ,2500,286.2564,946401.52,230760.52
2026-04-21,A000000870,XVGQO,5000,509.5212,1915091.38,-632514.62
2026-04-21,A000000870,JOW,500,158.5425,114265.57,34994.32
2026-04-21,A000000871,RXIRR,5000,20.6085,76114.05,-26928.45
2026-04-21,A000000872,XVGQO,200,609.5504,76603.66,-45306.42
2026-04-21,A000000872,AWOX,5000,428.0732,1645152.4,-495213.6
2026-04-21,A000000872,COBO,2500,443.4794,826866.05,-281832.45
2026-04-21,A000000872,ZNZWA,5000,133.7998,750203.82,81204.82
2026-04-21,A000000872,HORT,5000,511.7888,4124386.65,1565442.65
2026-04-21,A000000872,YAVU,200,171.5065,45183.59,10882.29
2026-04-21,A000000872,CZV,2500,258.8494,567755.54,-79367.96
2026-04-21,A000000874,UMBT,100,576.2065,34334.73,-23285.92
2026-04-21,A000000874,HJD,1000,570.6344,1071498.73,500864.33
2026-04-21,A000000874,HHSJ,500,611.7453,205145.81,-100726.84
2026-04-21,A000000875,LYYA,100,114.7714,10049.06,-1428.08
2026-04-21,A000000875,HHYZ,500,600.6087,372016.42,71712.07
2026-04-21,A000000875,PJAWE,2500,624.7401,1416711.87,-145138.38
2026-04-21,A000000875,ODGF,2500,331.1204,1044758.69,216957.69
2026-04-21,A000000875,HXFE,500,263.3629,152864.94,21183.49
2026-04-21,A000000875,SHI,500,287.1207,82137.62,-61422.73
2026-04-21,A000000876,LYYA,100,100.2465,10049.06,24.41
2026-04-21,A000000876,OUNA,5000,667.2725,4008971.72,672609.22
2026-04-21,A000000876,MGLSG,5000,840.2765,4878653.26,677270.76
2026-04-21,A000000876,VTZM,5000,130.957,939079.76,284294.76
2026-04-21,A000000876,TCLH,5000,513.6649,4265364.4,1697039.9
2026-04-21,A000000876,HZYB,500,332.101,211148.8,45098.3
2026-04-21,A000000877,NPWW,100,533.7539,62694.9,9319.51
2026-04-21,A000000877,HZYB,1000,312.8884,422297.6,109409.2
2026-04-21,A000000877,ZQME,100,272.6896,27188.4,-80.56
2026-04-21,A000000877,AHF,500,768.0853,772492.58,388449.93
2026-04-21,A000000877,ZQLN,200,298.423,85539.88,25855.28
2026-04-21,A000000877,LYYA,1000,117.8968,100490.56,-17406.24
2026-04-21,A000000877,LAHK,200,124.7013,15545.67,-9394.59
2026-04-21,A000000878,NKII,500,533.7338,348262.98,81396.08
2026-04-21,A000000880,HXFE,1000,423.1504,305729.88,-117420.52
2026-04-21,A000000880,BULH,1000,705.7949,356864.84,-348930.06
2026-04-21,A000000880,TIFI,100,225.5545,12931.13,-9624.32
2026-04-21,A000000880,VTZM,1000,144.0977,187815.95,43718.25
2026-04-21,A000000880,WXQLM,5000,534.5894,3401662.54,728715.54
2026-04-21,A000000880,HXMDW,5000,822.8929,4420122.82,305658.32
2026-04-21,A000000880,ELSO,200,496.3575,43696.82,-55574.68
2026-04-21,A000000881,DBZP,500,164.5778,109121.29,26832.39
2026-04-21,A000000881,LUCRW,2500,72.671,149963.78,-31713.72
2026-04-21,A000000881,CAHM,1000,649.6039,1210502.17,560898.27
2026-04-21,A000000881,MWXE,2500,338.3842,322446.6,-523513.9
2026-04-21,A000000881,VOLI,500,126.716,60054.12,-3303.88
2026-04-21,A000000883,MOXDD,5000,571.3526,3043737.42,186974.42
2026-04-21,A000000883,CLW,500,791.2936,264862.57,-130784.23
2026-04-21,A000000884,NKII,100,530.608,69652.6,16591.8
2026-04-21,A000000884,YRETH,1000,434.6332,417604.46,-17028.74
2026-04-21,A000000884,AWOX,500,256.8436,164515.24,36093.44
2026-04-21,A000000884,ELSO,5000,686.4299,1092420.6,-2339728.9
2026-04-21,A000000886,EFYM,2500,121.7746,500536.58,196100.08
2026-04-21,A000000886,TCLH,1000,761.1943,853072.88,91878.58
2026-04-21,A000000886,LUCRW,2500,58.207,149963.78,4446.28
2026-04-21,A000000887,BMK,1000,329.3963,351058.86,21662.56
2026-04-21,A000000887,JOW,2500,211.0564,571327.85,43686.85
2026-04-21,A000000887,ZQLN,5000,321.071,2138496.93,533141.93
2026-04-21,A000000887,JBM,5000,502.0003,2159512.65,-350488.85
2026-04-21,A000000888,OUNA,500,650.2764,400897.17,75758.97
2026-04-21,A000000888,UMBT,2500,693.7351,858368.26,-875969.49
2026-04-21,A000000889,HQJJ,1000,545.7754,536204.83,-9570.57
2026-04-21,A000000889,HJD,2500,675.4584,2678746.83,990100.83
2026-04-21,A000000889,TCLH,200,504.4178,170614.58,69731.02
2026-04-21,A000000889,JPYTB,200,192.1285,67813.01,29387.31
2026-04-21,A000000889,VNCR,5000,60.2595,334967.43,33669.93
2026-04-21,A000000889,SIEY,1000,741.0928,1119492.91,378400.11
2026-04-21,A000000889,SNO,100,164.1021,36714.37,20304.16
2026-04-21,A000000890,RFDY,1000,316.9939,597093.03,280099.13
2026-04-21,A000000890,YAVU,500,156.7359,112958.97,34591.02
2026-04-21,A000000890,HJD,2500,714.8222,2678746.83,891691.33
2026-04-21,A000000891,LYYA,2500,89.0182,251226.41,28680.91
2026-04-21,A000000891,PLR,100,316.9726,42140.29,10443.03
2026-04-21,A000000891,BDFL,500,94.1979,32310.75,-14788.2
2026-04-21,A000000892,CCT,5000,159.4438,788392.53,-8826.47
2026-04-21,A000000892,HQJJ,100,605.5565,53620.48,-6935.17
2026-04-21,A000000892,HZYB,200,297.4838,84459.52,24962.76
2026-04-21,A000000892,IAWGP,1000,601.9921,711016.89,109024.79
2026-04-21,A000000892,BULH,2500,430.6222,892162.09,-184393.41
2026-04-21,A000000892,VTZM,100,185.3328,18781.6,248.32
2026-04-21,A000000893,HQJJ,500,645.2988,268102.41,-54546.99
2026-04-21,A000000894,UPIL,1000,175.1035,320003.59,144900.09
2026-04-21,A000000894,JOW,2500,230.6066,571327.85,-5188.65
2026-04-21,A000000894,TCLH,500,683.5669,426536.44,84752.99
2026-04-21,A000000894,OIOO,500,771.7605,426324.4,40444.15
2026-04-21,A000000895,ZYVC,5000,92.2614,636659.1,175352.1
2026-04-21,A000000895,QLRI,1000,885.2773,329163.75,-556113.55
2026-04-21,A000000895,TCLH,100,433.645,85307.29,41942.79
2026-04-21,A000000895,FCVJ,100,142.4605,18728.65,4482.6
2026-04-21,A000000896,DHWMA,100,392.5138,33575.42,-5675.96
2026-04-21,A000000896,TIFI,2500,170.3809,323278.13,-102674.12
2026-04-21,A000000896,LYYA,1000,110.9463,100490.56,-10455.74
2026-04-21,A000000896,JPYTB,2500,227.8256,847662.58,278098.58
2026-04-21,A000000896,CLW,5000,853.5471,2648625.67,-1619109.83
2026-04-21,A000000896,LUCRW,5000,66.9389,299927.57,-34766.93
2026-04-21,A000000896,MWXE,1000,582.7581,128978.64,-453779.46
2026-04-21,A000000897,ODGF,1000,291.3686,417903.48,126534.88
2026-04-21,A000000897,ZNZWA,200,160.3184,30008.15,-2055.53
2026-04-21,A000000897,JPYTB,5000,210.0301,1695325.16,645174.66
2026-04-21,A000000897,HORT,1000,679.8697,824877.33,145007.63
2026-04-21,A000000898,CZV,200,277.9257,45420.44,-10164.7
2026-04-21,A000000898,LUCRW,1000,46.8074,59985.51,13178.11
2026-04-21,A000000898,JBM,1000,527.2933,431902.53,-95390.77
2026-04-21,A000000899,TCLH,2500,487.2847,2132682.2,914470.45
2026-04-21,A000000899,FZUGM,2500,115.8333,358220.96,68637.71
2026-04-21,A000000899,JISTW,1000,46.9215,52932.39,6010.89
2026-04-21,A000000899,RFDY,100,299.7473,59709.3,29734.57
2026-04-21,A000000899,AHF,200,486.1729,308997.03,211762.45
2026-04-21,A000000899,COBO,1000,418.3887,330746.42,-87642.28
2026-04-21,A000000900,HZYB,500,279.0461,211148.8,71625.75
2026-04-21,A000000900,DDTO,5000,260.5477,1317180.28,14441.78
2026-04-21,A000000900,UPIL,5000,135.454,1600017.97,922747.97
2026-04-21,A000000900,ZMHJN,1000,457.8006,185083.31,-272717.29
2026-04-21,A000000900,CZV,100,266.8094,22710.22,-3970.72
2026-04-21,A000000900,VOLI,100,135.9047,12010.82,-1579.65
2026-04-21,A000000900,FZUGM,100,127.2454,14328.84,1604.3
2026-04-21,A000000903,PSPEQ,500,866.0219,360831.35,-72179.6
2026-04-21,A000000905,TEH,1000,608.248,971183.5,362935.5
2026-04-21,A000000905,THIVN,1000,657.3301,954683.91,297353.81
2026-04-21,A000000905,LUCRW,200,73.128,11997.1,-2628.5
2026-04-21,A000000906,HHSJ,5000,651.5603,2051458.08,-1206343.42
2026-04-21,A000000906,RBQA,200,507.8478,133711.06,32141.5
2026-04-21,A000000906,ZMHJN,5000,283.2238,925416.57,-490702.43
2026-04-21,A000000906,MURH,100,468.1776,36246.29,-10571.47
2026-04-21,A000000906,BMW,200,448.1564,169051.93,79420.65
2026-04-21,A000000907,ADLJL,5000,195.8851,1060150.04,80724.54
2026-04-21,A000000907,TTZQ,100,521.4464,28740.24,-23404.4
2026-04-21,A000000907,MWXE,2500,392.1998,322446.6,-658052.9
2026-04-21,A000000908,OIOO,1000,558.3645,852648.8,294284.3
2026-04-21,A000000908,NGQ,500,244.7079,150663.8,28309.85
2026-04-21,A000000908,NKII,1000,586.2178,696525.96,110308.16
2026-04-21,A000000908,HORT,5000,742.4143,4124386.65,412315.15
2026-04-21,A000000909,ADLJL,100,145.4108,21203.0,6661.92
2026-04-21,A000000909,EFYM,100,110.0379,20021.46,9017.67
2026-04-21,A000000909,TTZQ,200,513.9945,57480.48,-45318.42
2026-04-21,A000000909,KLO,1000,152.9967,143239.03,-9757.67
2026-04-21,A000000909,BDFL,500,116.2706,32310.75,-25824.55
2026-04-21,A000000909,CLW,1000,719.4337,529725.13,-189708.57
2026-04-21,A000000909,OUNA,200,452.7986,160358.87,69799.15
2026-04-21,A000000909,BMW,100,408.2509,84525.97,43700.88
2026-04-21,A000000910,ZQME,1000,290.7065,271884.02,-18822.48
2026-04-21,A000000910,ZNPJ,100,290.2315,37856.06,8832.91
2026-04-21,A000000910,HJD,1000,756.4493,1071498.73,315049.43
2026-04-21,A000000910,RXIRR,2500,23.0304,38057.02,-19518.98
2026-04-21,A000000910,BDFL,500,80.5492,32310.75,-7963.85
2026-04-21,A000000910,BMW,100,413.3336,84525.97,43192.61
2026-04-21,A000000910,THIVN,5000,549.0345,4773419.57,2028247.07
2026-04-21,A000000911,NKII,1000,601.4999,696525.96,95026.06
2026-04-21,A000000911,JPYTB,500,168.8182,169532.52,85123.42
2026-04-21,A000000911,YNUS,500,449.2981,209463.55,-15185.5
2026-04-21,A000000911,UPIL,5000,155.4966,1600017.97,822534.97
2026-04-21,A000000912,TEH,100,612.1739,97118.35,35900.96
2026-04-21,A000000912,ORI,1000,285.113,267527.15,-17585.85
2026-04-21,A000000912,FCVJ,1000,184.2101,187286.47,3076.37
2026-04-21,A000000912,ZGOJ,1000,819.6953,794329.54,-25365.76
2026-04-21,A000000912,QZIZI,200,425.9879,154135.22,68937.64
2026-04-21,A000000912,WXQLM,5000,460.7117,3401662.54,1098104.04
2026-04-21,A000000913,OIOO,100,742.3428,85264.88,11030.6
2026-04-21,A000000914,RXIRR,200,24.7461,3044.56,-1904.66
2026-04-21,A000000914,HHYZ,200,633.9195,148806.57,22022.67
2026-04-21,A000000914,DNFO,5000,295.9522,1538086.42,58325.42
2026-04-21,A000000914,PSPEQ,5000,659.9767,3608313.53,308430.03
2026-04-21,A000000915,JISTW,1000,37.0475,52932.39,15884.89
2026-04-21,A000000915,MGLSG,1000,807.3539,975730.65,168376.75
2026-04-21,A000000915,EFYM,500,122.8588,100107.32,38677.92
2026-04-21,A000000915,RBQA,100,438.5275,66855.53,23002.78
2026-04-21,A000000915,BMW,500,423.048,422629.83,211105.83
2026-04-21,A000000915,HJD,2500,747.758,2678746.83,809351.83
2026-04-21,A000000916,DHWMA,5000,389.941,1678770.95,-270934.05
2026-04-21,A000000916,NKII,1000,493.602,696525.96,202923.96
2026-04-21,A000000916,KLO,2500,140.2888,358097.57,7375.57
2026-04-21,A000000916,DBZP,1000,167.6348,218242.59,50607.79
2026-04-21,A000000916,PJAWE,2500,504.6127,1416711.87,155180.12
2026-04-21,A000000916,SDSL,5000,440.3471,1684299.4,-517436.1
2026-04-21,A000000917,MURH,200,377.9049,72492.58,-3088.4
2026-04-21,A000000917,TTZQ,200,473.0398,57480.48,-37127.48
2026-04-21,A000000918,BMK,500,369.0247,175529.43,-8982.92
2026-04-21,A000000919,CLW,5000,844.6664,2648625.67,-1574706.33
2026-04-21,A000000919,JBM,5000,679.0676,2159512.65,-1235825.35
2026-04-21,A000000919,OUNA,1000,506.3344,801794.34,295459.94
2026-04-21,A000000919,IMG,1000,410.4117,438225.32,27813.62
2026-04-21,A000000919,TEH,500,509.2919,485591.75,230945.8
2026-04-21,A000000920,CIM,100,827.3894,84337.13,1598.19
2026-04-21,A000000920,ZNZWA,1000,131.5474,150040.76,18493.36
2026-04-21,A000000920,QLRI,2500,894.7534,822909.37,-1413974.13
2026-04-21,A000000921,CZV,500,279.6927,113551.11,-26295.24
2026-04-21,A000000921,ADLJL,2500,146.7373,530075.02,163231.77
2026-04-21,A000000921,YAVU,2500,167.4354,564794.87,146206.37
2026-04-21,A000000922,IAWGP,2500,443.1134,1777542.22,669758.72
2026-04-21,A000000922,PJAWE,500,621.8198,283342.37,-27567.53
2026-04-21,A000000922,TCLH,200,740.9522,170614.58,22424.14
2026-04-21,A000000922,DBZP,1000,205.5712,218242.59,12671.39
2026-04-21,A000000922,JOW,200,231.7133,45706.23,-636.43
2026-04-21,A000000922,YRETH,200,438.906,83520.89,-4260.31
2026-04-21,A000000922,TTZQ,1000,407.5084,287402.38,-120106.02
2026-04-21,A000000923,UPIL,200,225.7701,64000.72,18846.7
2026-04-21,A000000923,JOW,500,196.4209,114265.57,16055.12
2026-04-21,A000000923,KTEKC,5000,362.1865,1483869.12,-327063.38
2026-04-21,A000000923,MWXE,5000,451.1158,644893.19,-1610685.81
2026-04-21,A000000923,THIVN,2500,891.8327,2386709.78,157128.03
2026-04-21,A000000924,NGQ,5000,327.0816,1506637.97,-128770.03
2026-04-21,A000000924,IMG,2500,414.109,1095563.29,60290.79
2026-04-21,A000000924,CLW,100,878.1436,52972.51,-34841.85
2026-04-21,A000000924,ZMHJN,200,333.5746,37016.66,-29698.26
2026-04-21,A000000924,SNO,5000,158.4865,1835718.73,1043286.23
2026-04-21,A000000925,HXMDW,200,583.1364,176804.91,60177.63
2026-04-21,A000000925,NTUX,5000,374.1871,2431195.15,560259.65
2026-04-21,A000000925,BDFL,5000,108.0431,323107.49,-217108.01
2026-04-21,A000000925,YNUS,100,578.4736,41892.71,-15954.65
2026-04-21,A000000925,WXQLM,500,453.6593,340166.25,113336.6
2026-04-21,A000000925,JBM,2500,608.9749,1079756.33,-442680.92
2026-04-21,A000000926,COBO,200,456.4359,66149.28,-25137.9
