symbol,trade_date,open,high,low,close,volume,adj_close
HQJJ,2025-12-08,623.6921,643.0293,619.8098,638.4613,200968,638.4613
DDTO,2025-12-08,333.0876,334.1272,332.0177,333.4462,1163125,333.4462
ZNZWA,2025-12-08,129.6603,130.691,127.1925,128.2896,1205039,128.2896
OUNA,2025-12-08,663.2751,664.5813,650.1244,656.0529,157122,656.0529
ZQLN,2025-12-08,453.3203,459.3216,440.4341,445.949,265832,445.949
RFDY,2025-12-08,598.0103,598.2997,582.1816,584.3852,91620,584.3852
UCEN,2025-12-08,110.4692,116.3821,109.8329,114.6951,81676,114.6951
MWXE,2025-12-08,178.534,181.0008,176.4667,180.7294,77617,180.7294
BIBMX,2025-12-08,158.6416,162.4094,158.2931,162.0492,283901,162.0492
LYYA,2025-12-08,102.3085,104.3717,102.2566,102.9462,1138002,102.9462
TEH,2025-12-08,841.4417,874.5343,811.4485,866.5567,669520,866.5567
ELSO,2025-12-08,500.1421,504.1285,498.0889,500.799,83342,500.799
JOW,2025-12-08,207.5219,209.0298,203.011,207.3148,486720,207.3148
JBM,2025-12-08,416.5357,416.9336,414.2265,416.8334,273974,416.8334
IAWGP,2025-12-08,803.2676,809.1651,777.0309,779.6756,136682,779.6756
SHI,2025-12-08,143.6567,147.1574,142.832,145.9492,397536,145.9492
UPIL,2025-12-08,289.0046,291.2564,287.0367,291.0597,77957,291.0597
DBZP,2025-12-08,257.9763,258.8229,250.842,255.3807,423192,255.3807
MOXDD,2025-12-08,833.6092,864.9997,830.2241,852.8688,1471116,852.8688
MGLSG,2025-12-08,1056.8686,1064.3251,1055.9366,1056.4303,120849,1056.4303
NTUX,2025-12-08,531.524,533.1423,508.6598,508.8602,239263,508.8602
CLW,2025-12-08,765.7152,769.034,752.0997,760.3897,1680370,760.3897
FBYB,2025-12-08,662.4234,698.0782,661.4126,681.7482,598977,681.7482
ZCAI,2025-12-08,259.2699,262.5346,258.627,261.5552,839860,261.5552
RBQA,2025-12-08,696.7448,705.3535,696.627,699.081,44661,699.081
PJAWE,2025-12-08,447.973,466.736,444.0768,465.5574,2071182,465.5574
LAHK,2025-12-08,70.4544,71.841,70.4121,71.1048,74895,71.1048
YRETH,2025-12-08,548.5649,549.5257,546.0802,547.311,3337480,547.311
CAHM,2025-12-08,1093.7873,1118.5085,1081.5157,1114.6187,795278,1114.6187
HQPT,2025-12-08,45.2754,46.427,45.2325,46.418,1038225,46.418
YUQR,2025-12-08,758.4019,766.0452,736.4839,743.2442,1566614,743.2442
CZV,2025-12-08,249.1484,249.9952,247.8624,249.1386,474693,249.1386
VOLI,2025-12-08,108.9188,109.4326,105.8649,106.8869,872696,106.8869
DHWMA,2025-12-08,529.8735,549.8388,527.8587,546.3809,15848,546.3809
ZGOJ,2025-12-08,552.5312,560.1756,548.5915,556.2804,282151,556.2804
OIOO,2025-12-08,874.3205,920.6133,863.4182,911.7298,3173386,911.7298
NPWW,2025-12-08,721.8224,775.0897,705.3416,756.7996,2644348,756.7996
JISTW,2025-12-08,47.0806,47.1941,46.8109,47.1381,660093,47.1381
HJD,2025-12-08,949.2044,949.6338,934.8611,941.8148,138215,941.8148
XREL,2025-12-08,867.502,872.7688,809.481,837.5197,812032,837.5197
HORT,2025-12-08,664.3529,704.4152,660.8656,698.7557,42139,698.7557
ILP,2025-12-08,725.8405,731.9418,723.3896,731.8548,412219,731.8548
UMBT,2025-12-08,392.4951,397.7081,391.6168,394.9398,692991,394.9398
AWOX,2025-12-08,287.3978,289.2653,281.4596,288.9556,1100716,288.9556
KTEKC,2025-12-08,281.9726,284.7479,277.8401,282.5369,619283,282.5369
ZYVC,2025-12-08,132.9182,137.3017,130.5865,134.9457,1164041,134.9457
UGIE,2025-12-08,504.4428,505.1008,498.8705,503.1332,2896553,503.1332
BMK,2025-12-08,375.1977,375.9543,368.9258,370.1193,1170505,370.1193
LUCRW,2025-12-08,46.1109,47.0984,44.5634,45.635,28940,45.635
CCT,2025-12-08,146.8617,147.7681,146.7355,147.5302,1100398,147.5302
FCVJ,2025-12-08,203.3139,206.0566,188.0302,188.282,29403,188.282
XJED,2025-12-08,190.847,192.2313,183.423,191.1992,159170,191.1992
TCLH,2025-12-08,610.0521,613.2312,609.7032,610.975,299351,610.975
DNFO,2025-12-08,307.9441,308.9291,299.3782,301.89,1034673,301.89
NKII,2025-12-08,672.2571,672.347,667.9654,669.0844,50635,669.0844
QZIZI,2025-12-08,584.4038,619.9912,579.6473,612.2151,168270,612.2151
JPYTB,2025-12-08,275.4843,278.9939,274.5191,277.3019,142765,277.3019
ZNPJ,2025-12-08,374.8506,382.5721,371.8961,378.5808,860754,378.5808
RXIRR,2025-12-08,8.2613,8.5803,8.1751,8.3794,145594,8.3794
EFYM,2025-12-08,194.011,199.3437,189.0296,197.7574,701941,197.7574
VUVE,2025-12-08,315.316,324.4072,315.0304,318.7819,107727,318.7819
ZMHJN,2025-12-08,302.8696,307.9356,290.3179,290.6283,475429,290.6283
DLYFL,2025-12-08,16.1316,16.3966,14.8784,15.0796,133660,15.0796
SDSL,2025-12-08,383.6472,388.3191,380.7151,388.0258,522949,388.0258
JOERN,2025-12-08,513.458,532.8228,507.4335,526.8943,931080,526.8943
BULH,2025-12-08,382.5523,382.7036,370.2478,370.7079,484024,370.7079
YNUS,2025-12-08,474.3679,491.9683,462.6895,484.3395,528877,484.3395
HZYB,2025-12-08,415.4118,416.6246,407.7972,407.9276,350516,407.9276
ADLJL,2025-12-08,193.5464,196.6565,192.9874,195.7039,3118986,195.7039
HXMDW,2025-12-08,733.4314,735.0432,725.1097,730.8239,594744,730.8239
FZUGM,2025-12-08,152.0132,156.6579,148.2785,155.3004,112768,155.3004
QLRI,2025-12-08,376.3142,383.2609,358.6873,372.5793,553697,372.5793
XVGQO,2025-12-08,484.6559,487.7374,477.6977,479.0149,1019672,479.0149
MURH,2025-12-08,342.1742,348.1416,338.7356,345.6864,1775297,345.6864
IMG,2025-12-08,444.1726,445.3647,432.9731,437.1886,615479,437.1886
BMW,2025-12-08,612.4706,619.1829,595.5017,602.593,1376285,602.593
KLO,2025-12-08,156.5813,157.0456,153.5256,154.4166,1192755,154.4166
THIVN,2025-12-08,951.0124,963.523,943.1966,944.8303,440434,944.8303
PSPEQ,2025-12-08,778.9419,781.5916,750.9959,757.7068,84924,757.7068
SNO,2025-12-08,259.3197,267.9786,244.5444,244.5833,526770,244.5833
HHYZ,2025-12-08,677.8972,681.4849,665.6908,670.4935,1978708,670.4935
HHSJ,2025-12-08,756.4425,759.1958,731.5696,755.1238,535124,755.1238
CIM,2025-12-08,796.3565,812.3276,793.1009,806.443,817916,806.443
YAVU,2025-12-08,271.6782,272.7626,265.683,268.5143,788239,268.5143
VNCR,2025-12-08,78.3565,80.3172,76.257,79.4538,1461808,79.4538
MER,2025-12-08,410.8973,412.2762,410.7907,411.7059,1994846,411.7059
COBO,2025-12-08,337.0926,340.267,306.5391,313.7145,33951,313.7145
ORI,2025-12-08,259.2335,261.4981,257.8274,260.5356,1093921,260.5356
TTZQ,2025-12-08,387.6118,392.5334,385.5304,388.6004,900444,388.6004
VTZM,2025-12-08,208.7221,210.5391,201.2814,202.7769,33835,202.7769
PLR,2025-12-08,429.2695,433.1149,406.267,415.5064,835728,415.5064
WXQLM,2025-12-08,503.3689,506.1162,497.4235,504.0309,742694,504.0309
ODGF,2025-12-08,376.9706,385.3992,373.4624,384.2831,425572,384.2831
HXFE,2025-12-08,300.3764,303.1289,297.558,300.3606,4334271,300.3606
TIFI,2025-12-08,141.7584,149.0687,141.3293,148.6794,371886,148.6794
ZQME,2025-12-08,315.2455,320.0648,314.2211,318.4616,177194,318.4616
BDFL,2025-12-08,82.9135,82.9829,80.6227,81.858,320799,81.858
NGQ,2025-12-08,311.0221,317.7023,309.4057,315.3722,491993,315.3722
AHF,2025-12-09,878.6644,884.6266,847.6347,851.844,142419,851.844
SIEY,2025-12-09,1056.7561,1066.3126,1051.2421,1056.6734,459981,1056.6734
HQJJ,2025-12-09,648.3842,666.7783,615.7461,630.0686,405418,630.0686
DDTO,2025-12-09,336.6846,337.8907,327.5986,327.6924,128272,327.6924
ZNZWA,2025-12-09,128.687,131.4008,128.6352,131.3471,413490,131.3471
OUNA,2025-12-09,652.0878,659.719,647.6276,654.8264,234990,654.8264
ZQLN,2025-12-09,443.4042,443.4837,431.8775,438.9411,2566333,438.9411
RFDY,2025-12-09,585.8587,601.3235,580.8826,592.8588,282196,592.8588
UCEN,2025-12-09,115.0247,119.8631,113.4215,119.3866,1292631,119.3866
MWXE,2025-12-09,182.7174,185.4962,176.082,177.4306,448782,177.4306
BIBMX,2025-12-09,162.922,164.0247,156.0909,156.5542,978298,156.5542
LYYA,2025-12-09,103.1678,106.1157,101.7204,105.7734,2776493,105.7734
TEH,2025-12-09,877.4192,903.1914,827.8268,830.6015,771941,830.6015
ELSO,2025-12-09,502.3598,517.8226,498.4281,501.736,229659,501.736
JOW,2025-12-09,206.1991,209.6398,200.2408,201.9748,670725,201.9748
JBM,2025-12-09,415.1747,416.6813,408.6465,411.8828,241872,411.8828
IAWGP,2025-12-09,771.8218,798.1401,756.5644,780.8114,647316,780.8114
SHI,2025-12-09,145.9761,147.5748,145.5097,145.9093,132154,145.9093
UPIL,2025-12-09,291.3907,295.5044,290.6172,293.8498,103215,293.8498
DBZP,2025-12-09,256.914,265.6431,256.7783,264.8118,113294,264.8118
MOXDD,2025-12-09,846.4779,889.427,845.5843,873.2364,792765,873.2364
MGLSG,2025-12-09,1054.0389,1060.3147,1039.0134,1045.6124,251933,1045.6124
NTUX,2025-12-09,510.6374,515.7977,506.0786,508.0534,156991,508.0534
CLW,2025-12-09,769.0181,801.1431,753.1624,788.2636,2142500,788.2636
FBYB,2025-12-09,675.5761,701.486,671.8652,699.7761,273292,699.7761
ZCAI,2025-12-09,261.7594,262.1066,261.1309,261.5924,487926,261.5924
RBQA,2025-12-09,700.9628,701.2628,695.7208,700.7924,424381,700.7924
PJAWE,2025-12-09,462.4728,468.2724,458.526,464.8839,393731,464.8839
LAHK,2025-12-09,70.9768,72.338,70.4731,71.9818,449430,71.9818
YRETH,2025-12-09,544.299,544.5804,536.1154,538.4232,382524,538.4232
CAHM,2025-12-09,1115.5941,1132.6028,1092.5178,1130.8706,49626,1130.8706
HQPT,2025-12-09,45.734,48.1515,45.6431,47.2455,164331,47.2455
YUQR,2025-12-09,737.7245,777.6627,726.8654,764.6949,6517352,764.6949
CZV,2025-12-09,248.0318,251.3805,242.7976,244.1752,16286,244.1752
VOLI,2025-12-09,106.7292,110.9676,106.4315,107.2772,490543,107.2772
DHWMA,2025-12-09,539.8928,557.8328,538.3175,546.3108,141908,546.3108
ZGOJ,2025-12-09,557.9274,561.4524,529.6435,534.964,246849,534.964
OIOO,2025-12-09,921.574,923.4545,904.3201,910.7691,65698,910.7691
NPWW,2025-12-09,752.3104,765.7633,734.6808,745.9504,3524566,745.9504
JISTW,2025-12-09,47.0181,48.0606,46.9452,47.8479,596149,47.8479
HJD,2025-12-09,954.1103,964.3564,945.15,945.9547,84586,945.9547
XREL,2025-12-09,835.5953,855.8559,831.1774,855.5326,727878,855.5326
HORT,2025-12-09,696.8814,704.0867,693.094,701.8889,1573885,701.8889
ILP,2025-12-09,735.4718,740.4542,726.2509,728.3595,16941,728.3595
UMBT,2025-12-09,395.701,395.7541,392.9089,393.0596,51774,393.0596
AWOX,2025-12-09,289.1795,291.1586,286.5903,287.6502,1474192,287.6502
KTEKC,2025-12-09,280.3829,283.9859,278.0882,283.308,58639,283.308
ZYVC,2025-12-09,133.9806,142.3196,133.21,139.4625,249562,139.4625
UGIE,2025-12-09,501.6617,504.0216,483.8426,489.1149,274731,489.1149
BMK,2025-12-09,370.9527,375.6645,367.1461,374.5632,1111002,374.5632
LUCRW,2025-12-09,45.6741,48.1938,45.161,47.1383,202936,47.1383
CCT,2025-12-09,147.5115,147.8734,145.6471,147.256,579032,147.256
FCVJ,2025-12-09,189.5717,199.407,189.4799,198.916,1758890,198.916
XJED,2025-12-09,188.6587,195.3608,188.1,193.5879,546414,193.5879
TCLH,2025-12-09,610.4301,613.6596,604.9354,605.6882,6209734,605.6882
DNFO,2025-12-09,301.7784,301.8868,299.1327,299.5501,1439398,299.5501
NKII,2025-12-09,669.9687,694.9512,669.2465,685.4188,2866599,685.4188
QZIZI,2025-12-09,616.0389,640.6253,615.0705,630.9258,315654,630.9258
JPYTB,2025-12-09,274.7559,282.1499,270.6518,280.9246,2023439,280.9246
ZNPJ,2025-12-09,376.1576,394.1116,375.1348,390.8767,441841,390.8767
RXIRR,2025-12-09,8.3342,8.4053,8.2119,8.3281,484847,8.3281
EFYM,2025-12-09,200.0398,201.5871,196.6608,199.0212,658913,199.0212
VUVE,2025-12-09,320.805,323.7951,317.8415,321.2639,239802,321.2639
ZMHJN,2025-12-09,293.3735,300.5958,285.2764,285.5989,175712,285.5989
DLYFL,2025-12-09,15.1773,15.5172,15.1611,15.2417,375604,15.2417
SDSL,2025-12-09,390.4177,397.8823,385.3246,395.1196,4327008,395.1196
JOERN,2025-12-09,524.6806,524.9008,520.382,523.1734,205641,523.1734
BULH,2025-12-09,378.7914,383.2102,343.5876,352.9745,6531394,352.9745
YNUS,2025-12-09,477.1499,480.0261,466.0765,478.2665,192794,478.2665
HZYB,2025-12-09,406.2844,415.2013,404.5783,412.4068,905060,412.4068
ADLJL,2025-12-09,194.6291,196.7112,194.3049,195.2098,181480,195.2098
HXMDW,2025-12-09,731.6939,732.3842,722.7716,726.6326,1239759,726.6326
FZUGM,2025-12-09,156.8562,159.5562,153.1824,154.6567,166722,154.6567
QLRI,2025-12-09,375.3225,380.7452,372.803,374.9025,3062783,374.9025
XVGQO,2025-12-09,480.667,484.732,468.3456,472.6941,769276,472.6941
MURH,2025-12-09,348.1302,350.9921,345.5412,345.8569,117889,345.8569
IMG,2025-12-09,439.3555,441.5358,436.3744,437.4053,239734,437.4053
BMW,2025-12-09,596.9013,613.8105,589.3655,609.1686,2571232,609.1686
KLO,2025-12-09,155.0804,156.2997,152.9154,154.1533,721661,154.1533
THIVN,2025-12-09,960.5455,970.8726,954.905,963.0304,108142,963.0304
PSPEQ,2025-12-09,759.4693,791.2837,759.0052,779.0967,340412,779.0967
SNO,2025-12-09,245.8079,251.3795,241.9943,245.851,37582,245.851
HHYZ,2025-12-09,674.485,684.5538,664.791,666.0403,506385,666.0403
HHSJ,2025-12-09,747.7762,766.5086,742.0718,759.5663,1580315,759.5663
CIM,2025-12-09,807.2116,813.7138,786.9259,797.744,1420221,797.744
YAVU,2025-12-09,267.2299,280.7352,265.0146,280.1801,118462,280.1801
VNCR,2025-12-09,79.9217,81.8814,79.4912,80.0052,787684,80.0052
MER,2025-12-09,411.9967,412.4097,407.5971,407.9517,209754,407.9517
COBO,2025-12-09,317.1528,318.2324,314.7793,317.2285,191612,317.2285
ORI,2025-12-09,258.4937,258.5583,254.868,255.8349,178435,255.8349
TTZQ,2025-12-09,388.159,389.4498,377.4136,379.9225,472057,379.9225
VTZM,2025-12-09,202.7373,205.6508,199.0975,200.2296,400416,200.2296
PLR,2025-12-09,412.5077,417.0798,411.5388,416.1818,503759,416.1818
WXQLM,2025-12-09,504.3542,512.3348,484.7656,495.8901,143550,495.8901
ODGF,2025-12-09,384.7268,387.7036,376.6057,386.0668,289789,386.0668
HXFE,2025-12-09,300.1907,300.7109,298.5945,299.715,585629,299.715
TIFI,2025-12-09,149.5968,150.9152,147.6117,150.4655,1965519,150.4655
ZQME,2025-12-09,314.5908,320.9776,307.5653,319.7844,26328,319.7844
BDFL,2025-12-09,82.9053,83.2783,78.4643,79.92,47140,79.92
NGQ,2025-12-09,316.0864,317.143,311.7102,313.3879,464583,313.3879
AHF,2025-12-10,856.703,865.7145,835.701,838.8408,1126522,838.8408
SIEY,2025-12-10,1059.3906,1066.6141,1047.8661,1064.7481,354277,1064.7481
HQJJ,2025-12-10,626.2933,633.192,616.8368,623.8598,483665,623.8598
DDTO,2025-12-10,327.8784,329.6943,322.0076,328.3522,128061,328.3522
ZNZWA,2025-12-10,131.2935,131.9045,128.3723,130.0431,1719223,130.0431
OUNA,2025-12-10,655.046,670.5559,644.082,669.195,76547,669.195
ZQLN,2025-12-10,440.5846,443.7896,438.0155,443.5204,7022993,443.5204
RFDY,2025-12-10,590.4435,592.2605,572.7902,575.83,374170,575.83
UCEN,2025-12-10,119.2673,120.7795,113.6737,114.4581,4184527,114.4581
MWXE,2025-12-10,172.8929,178.8808,171.2606,177.636,754094,177.636
BIBMX,2025-12-10,155.9861,158.0024,154.8646,157.8593,446948,157.8593
LYYA,2025-12-10,106.315,107.7226,101.471,102.0199,253773,102.0199
TEH,2025-12-10,820.0945,851.4094,803.2279,844.8095,836518,844.8095
ELSO,2025-12-10,498.3977,524.0445,487.7292,521.8991,308326,521.8991
JOW,2025-12-10,202.7488,214.7524,202.5187,212.3241,1146539,212.3241
JBM,2025-12-10,409.5504,411.2756,398.6691,399.8329,129606,399.8329
IAWGP,2025-12-10,787.0785,794.6848,735.7117,751.07,153472,751.07
SHI,2025-12-10,146.5437,150.6205,145.7662,150.4095,2209875,150.4095
UPIL,2025-12-10,296.7533,296.9638,294.9124,296.1509,3073190,296.1509
DBZP,2025-12-10,263.4901,264.6959,261.4656,263.7845,178053,263.7845
MOXDD,2025-12-10,862.5051,884.0094,854.0486,879.2297,721738,879.2297
MGLSG,2025-12-10,1049.1949,1049.906,1027.727,1032.8846,404267,1032.8846
NTUX,2025-12-10,504.8477,519.15,504.6726,515.4694,284115,515.4694
CLW,2025-12-10,785.5702,791.9923,765.2683,768.093,337652,768.093
FBYB,2025-12-10,703.1168,715.5802,699.9661,710.1482,1668032,710.1482
ZCAI,2025-12-10,260.8394,263.633,259.1609,262.7247,308445,262.7247
RBQA,2025-12-10,699.4102,700.0547,691.232,693.2606,811920,693.2606
PJAWE,2025-12-10,466.4016,467.2708,464.4146,464.6466,154184,464.6466
LAHK,2025-12-10,71.9441,73.6743,71.1452,73.4783,199111,73.4783
YRETH,2025-12-10,540.7788,555.8692,538.6583,550.1512,460621,550.1512
CAHM,2025-12-10,1125.3569,1151.9707,1122.009,1149.2726,1024502,1149.2726
HQPT,2025-12-10,47.6919,47.7092,46.9054,47.6805,619847,47.6805
YUQR,2025-12-10,769.9461,794.6164,769.8429,793.3691,1746829,793.3691
CZV,2025-12-10,245.9072,248.1681,240.9265,244.2493,242854,244.2493
VOLI,2025-12-10,107.9016,108.5306,106.4394,107.2696,1192611,107.2696
DHWMA,2025-12-10,551.7393,555.2354,530.2546,541.1873,1205508,541.1873
ZGOJ,2025-12-10,538.6066,539.836,530.5137,537.9048,3028934,537.9048
OIOO,2025-12-10,892.0689,904.4683,886.1474,891.233,296736,891.233
NPWW,2025-12-10,741.2767,794.3826,730.864,777.4866,252535,777.4866
JISTW,2025-12-10,47.8235,48.2876,47.6153,48.0579,512848,48.0579
HJD,2025-12-10,942.2621,959.6829,917.4345,931.7868,1757797,931.7868
XREL,2025-12-10,850.2759,921.3717,849.0647,897.4892,418093,897.4892
HORT,2025-12-10,703.0173,725.3486,701.2979,723.8071,4256198,723.8071
ILP,2025-12-10,723.7809,728.3666,717.4546,724.3157,1070107,724.3157
UMBT,2025-12-10,392.8295,396.9785,385.9202,389.287,485292,389.287
AWOX,2025-12-10,289.8108,296.1278,286.8213,293.6496,314804,293.6496
KTEKC,2025-12-10,285.0895,294.8152,279.4302,290.386,2622583,290.386
ZYVC,2025-12-10,138.9027,140.6697,138.494,139.2398,174301,139.2398
UGIE,2025-12-10,487.3077,498.2797,484.1529,494.8896,583041,494.8896
BMK,2025-12-10,374.7468,381.2505,365.2312,377.6812,395636,377.6812
LUCRW,2025-12-10,47.658,49.1086,47.0051,47.0113,103793,47.0113
CCT,2025-12-10,148.2329,149.7855,147.0213,149.0041,184103,149.0041
FCVJ,2025-12-10,198.8034,203.9025,196.1788,203.492,2182171,203.492
XJED,2025-12-10,192.0906,194.3306,181.913,184.2531,294036,184.2531
TCLH,2025-12-10,604.3687,605.2833,583.2359,589.7135,468542,589.7135
DNFO,2025-12-10,300.2296,300.6708,294.6079,296.8534,1062613,296.8534
NKII,2025-12-10,682.5558,698.2347,676.509,693.346,561461,693.346
QZIZI,2025-12-10,631.6482,641.0881,600.1928,608.2697,182690,608.2697
JPYTB,2025-12-10,282.3693,284.4306,279.1932,279.9204,124264,279.9204
ZNPJ,2025-12-10,395.4345,409.6183,391.8838,404.0834,375932,404.0834
RXIRR,2025-12-10,8.3419,8.9458,8.296,8.8166,845905,8.8166
EFYM,2025-12-10,198.3925,198.8871,190.5244,194.5181,229341,194.5181
VUVE,2025-12-10,320.2637,320.6863,319.0325,319.1862,128814,319.1862
ZMHJN,2025-12-10,284.3321,290.2987,277.8434,281.3089,214107,281.3089
DLYFL,2025-12-10,15.2375,15.3924,14.1464,14.6634,90317,14.6634
SDSL,2025-12-10,391.7753,396.0895,381.871,386.4731,449551,386.4731
JOERN,2025-12-10,526.0863,527.154,513.9612,515.6981,181518,515.6981
BULH,2025-12-10,352.4498,352.7323,340.9795,344.5205,885746,344.5205
YNUS,2025-12-10,482.0239,486.139,471.6228,477.43,324688,477.43
HZYB,2025-12-10,412.6067,417.9278,412.4308,413.0712,146250,413.0712
ADLJL,2025-12-10,195.4965,198.0502,194.3412,197.4534,1659343,197.4534
HXMDW,2025-12-10,722.7696,725.7531,717.6171,723.5837,641572,723.5837
FZUGM,2025-12-10,153.6616,155.7847,149.358,155.676,134587,155.676
QLRI,2025-12-10,370.8879,392.4671,368.1554,383.4934,370921,383.4934
XVGQO,2025-12-10,472.9787,479.851,470.3205,479.3542,134746,479.3542
MURH,2025-12-10,346.5934,348.8106,344.2063,345.6283,2456470,345.6283
IMG,2025-12-10,438.369,446.356,436.8854,442.4017,86274,442.4017
BMW,2025-12-10,611.8872,629.3796,609.6334,617.2505,210400,617.2505
KLO,2025-12-10,154.7367,156.3638,152.1538,153.4956,526530,153.4956
THIVN,2025-12-10,966.1176,1036.8379,962.4415,1032.6303,412237,1032.6303
PSPEQ,2025-12-10,785.7886,807.3457,783.1468,797.815,659373,797.815
SNO,2025-12-10,247.2551,251.3625,239.3965,250.681,279948,250.681
HHYZ,2025-12-10,668.3614,674.636,665.3838,668.2612,85870,668.2612
HHSJ,2025-12-10,752.85,792.1069,737.1672,775.5854,789992,775.5854
CIM,2025-12-10,799.9936,816.2261,790.2194,811.4323,647155,811.4323
YAVU,2025-12-10,282.1163,283.1708,266.2426,275.9428,402294,275.9428
VNCR,2025-12-10,80.362,82.4554,80.1642,81.8061,627639,81.8061
MER,2025-12-10,407.8137,410.5372,407.1182,410.2759,209421,410.2759
COBO,2025-12-10,319.2879,328.352,318.9798,326.8522,201141,326.8522
ORI,2025-12-10,254.6836,258.6432,254.0101,257.9584,732169,257.9584
TTZQ,2025-12-10,381.739,382.3117,374.0503,374.5451,236733,374.5451
VTZM,2025-12-10,199.2557,201.7631,192.3205,193.4834,125370,193.4834
PLR,2025-12-10,416.2775,420.1813,415.113,419.453,478256,419.453
WXQLM,2025-12-10,494.463,500.0464,490.693,494.2832,634512,494.2832
ODGF,2025-12-10,385.3137,391.8887,379.8313,381.8806,299659,381.8806
HXFE,2025-12-10,298.9147,301.229,293.1439,293.7049,723553,293.7049
TIFI,2025-12-10,152.0331,154.5778,148.2285,149.0956,1421029,149.0956
ZQME,2025-12-10,321.0522,322.5226,318.3713,318.6216,1653205,318.6216
BDFL,2025-12-10,80.7622,81.6946,80.7163,80.7385,105476,80.7385
NGQ,2025-12-10,312.5128,313.093,307.6271,310.9213,2560538,310.9213
AHF,2025-12-11,840.8759,844.6197,814.2791,817.3866,201757,817.3866
SIEY,2025-12-11,1062.0152,1062.4782,1033.1762,1044.4252,277896,1044.4252
HQJJ,2025-12-11,627.2822,655.9177,621.3294,648.77,569685,648.77
DDTO,2025-12-11,328.0984,328.7422,325.1193,326.4324,2924744,326.4324
ZNZWA,2025-12-11,131.0153,133.1779,130.811,132.087,452191,132.087
OUNA,2025-12-11,670.7918,680.1843,670.6396,677.7106,209286,677.7106
ZQLN,2025-12-11,445.008,451.6359,437.4592,440.8238,1474705,440.8238
RFDY,2025-12-11,575.33,579.9085,566.5875,567.6693,367705,567.6693
UCEN,2025-12-11,113.5677,113.9827,111.6875,111.7652,3476097,111.7652
MWXE,2025-12-11,178.2879,186.0646,178.1311,184.2675,340892,184.2675
BIBMX,2025-12-11,158.0686,159.406,155.3642,155.4011,336834,155.4011
LYYA,2025-12-11,102.0517,102.2806,99.9034,101.3387,264526,101.3387
TEH,2025-12-11,838.5653,841.2014,824.7618,833.2978,236026,833.2978
ELSO,2025-12-11,529.7271,537.6645,497.458,516.3196,146770,516.3196
JOW,2025-12-11,211.4375,212.6955,200.7172,201.509,1473991,201.509
JBM,2025-12-11,398.2096,401.436,396.7443,399.1044,620074,399.1044
IAWGP,2025-12-11,740.6205,786.3396,720.2249,758.7447,125353,758.7447
SHI,2025-12-11,150.6193,154.2465,149.2266,153.615,1250863,153.615
UPIL,2025-12-11,295.6265,317.2983,287.5681,315.0056,9978,315.0056
DBZP,2025-12-11,261.8528,263.1724,260.4268,262.147,906454,262.147
MOXDD,2025-12-11,876.5572,893.4589,863.174,890.2214,556360,890.2214
MGLSG,2025-12-11,1031.0307,1031.5759,1022.0188,1026.611,1431365,1026.611
NTUX,2025-12-11,511.332,525.1067,502.2591,519.0668,433829,519.0668
CLW,2025-12-11,765.7432,778.2521,749.6693,749.6825,1605027,749.6825
FBYB,2025-12-11,706.6355,728.008,698.9951,723.3012,1750977,723.3012
ZCAI,2025-12-11,262.3942,263.8138,259.1961,259.595,6519653,259.595
RBQA,2025-12-11,690.496,700.7975,686.9009,697.6029,540551,697.6029
PJAWE,2025-12-11,468.6265,475.3833,451.7036,455.4607,6842822,455.4607
LAHK,2025-12-11,73.1148,74.1192,72.7543,74.035,210570,74.035
YRETH,2025-12-11,553.7677,562.6963,551.2648,560.1803,1141877,560.1803
CAHM,2025-12-11,1147.7612,1156.3766,1119.953,1121.4295,445333,1121.4295
HQPT,2025-12-11,47.3445,47.5775,47.1834,47.1896,242445,47.1896
YUQR,2025-12-11,800.46,808.4345,767.9807,787.1015,97026,787.1015
CZV,2025-12-11,245.5106,251.0025,245.5082,249.9566,739728,249.9566
VOLI,2025-12-11,108.1027,108.6475,106.673,107.7732,495210,107.7732
DHWMA,2025-12-11,543.2655,557.6729,523.5888,529.4529,637446,529.4529
ZGOJ,2025-12-11,533.9409,567.7033,529.4632,547.7722,701846,547.7722
OIOO,2025-12-11,889.3575,890.9255,846.3155,853.1392,212319,853.1392
NPWW,2025-12-11,776.4281,816.1775,772.7102,807.7315,12348,807.7315
JISTW,2025-12-11,48.3864,49.312,48.0273,49.1392,399913,49.1392
HJD,2025-12-11,924.2594,927.2244,922.9001,925.1849,212710,925.1849
XREL,2025-12-11,892.5172,914.303,866.8642,869.9346,273004,869.9346
HORT,2025-12-11,719.7207,766.117,700.1547,749.7081,132812,749.7081
ILP,2025-12-11,724.3902,727.9313,716.6075,719.3392,161215,719.3392
UMBT,2025-12-11,389.442,391.1763,383.8354,386.4447,90746,386.4447
AWOX,2025-12-11,295.5069,296.4131,291.8637,293.4627,394802,293.4627
KTEKC,2025-12-11,291.3807,297.9243,289.8876,292.8965,107113,292.8965
ZYVC,2025-12-11,136.9272,144.0675,135.3591,141.5115,118291,141.5115
UGIE,2025-12-11,496.1993,511.2274,491.3793,503.2714,1104106,503.2714
BMK,2025-12-11,377.0092,388.1399,374.7615,381.6485,1239337,381.6485
LUCRW,2025-12-11,47.4926,47.8955,45.9618,46.08,355128,46.08
CCT,2025-12-11,149.02,149.5136,144.7209,145.8692,39272,145.8692
